,Unnamed: 0,Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
1030,1030,20120356,2012,12-01-12 11:19,COLONIAL PIPELINE CO,COLONIAL PIPELINE/FELIXVILLE STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CLINTON,EAST FELICIANA,LA,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,2.65,0.0,2.65,0.0,NO,NO,YES,0.0,265.0,0.0,18000.0,7000.0,0.0,25265
2755,2755,20160429,2016,11/28/2016 10:27 AM,PHILLIPS 66 PIPELINE LLC,WT-50 / WEEMS STATION ,ONSHORE,ABOVEGROUND,CRUDE OIL,,,YOAKUM,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.13,,0.13,0.0,NO,NO,NO,2000.0,5.0,0.0,0.0,1000.0,0.0,3005
2577,2577,20160224,2016,6/17/2016 5:27 AM,ENTERPRISE CRUDE PIPELINE LLC,SINGLETON PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,IOLA,GRIMES,TX,ALL OTHER CAUSES,UNKNOWN,0.01,,0.01,0.0,YES,NO,YES,125000.0,0.0,0.0,200.0,0.0,0.0,125200
1150,1150,20130119,2013,2/28/2013 3:50 PM,JAYHAWK PIPELINE LLC,CHASE STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,"NEAR CHASE, KS",RICE COUNTY,KS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,0.9,,0.0,0.9,NO,NO,YES,500.0,85.0,0.0,700.0,3200.0,2400.0,6885
1850,1850,20140405,2014,10/28/2014 3:21 AM,ROSE ROCK MIDSTREAM L.P.,"CUSHING WEST 20""",ONSHORE,ABOVEGROUND,CRUDE OIL,,CUSHING,PAYNE,OK,INCORRECT OPERATION,INCORRECT VALVE POSITION,2.0,,1.0,1.0,NO,NO,YES,2000.0,100.0,0.0,0.0,0.0,0.0,2100
2626,2626,20160277,2016,08-05-16 16:30,"ITC PIPELINE COMPANY, LLC",ANCHORAGE CHEMICALS TERMINAL,ONSHORE,TANK,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PORT ALLEN,WEST BATON ROUGE,LA,ALL OTHER CAUSES,MISCELLANEOUS,0.18,0.0,0.0,0.18,NO,NO,NO,10000.0,10.0,0.0,0.0,0.0,1000.0,11010
1394,1394,20130364,2013,10/14/2013 2:28 PM,MOBIL PACIFIC PIPELINE CO,THUMS  CRUDE M142 CSFM ID-200 PORT OF LA  AREA,ONSHORE,UNDERGROUND,CRUDE OIL,,LONG BEACH,LOS ANGELES,CA,CORROSION,EXTERNAL,6.0,,6.0,0.0,NO,NO,YES,53000.0,600.0,0.0,85000.0,227000.0,0.0,365600
1748,1748,20140311,2014,08-02-14 11:40,"MAGELLAN PIPELINE COMPANY, LP",CHICAGO TERMINAL #206,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",FRANKLIN PARK,COOK,IL,CORROSION,INTERNAL,10.0,,3.3,6.7,NO,NO,NO,25000.0,1000.0,0.0,10000.0,60000.0,0.0,96000
2344,2344,20150437,2015,11-11-15 12:15,ENTERPRISE PRODUCTS OPERATING LLC,ROCKY MOUNTAIN NORTHWEST LATERAL,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,,UINTA,WY,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.2,0.0,0.0,0.2,NO,NO,NO,27530.0,50.0,0.0,0.0,0.0,0.0,27580
1151,1151,20130101,2013,03-01-13 9:00,MARATHON PIPE LINE LLC,"GALVESTON BAY REFINERY - BAYTOWN 8"" BUTANE",ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,BAYTOWN,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,3.0,83.0,0.0,3.0,NO,NO,NO,4500.0,4358.0,0.0,0.0,0.0,0.0,8858
2608,2608,20160259,2016,7/25/2016 7:45 AM,SUNOCO PIPELINE L.P.,CORSICANA STATION,ONSHORE,TANK,CRUDE OIL,,CORSICANA,NAVARRO,TX,CORROSION,INTERNAL,50.0,,40.0,10.0,NO,NO,NO,760000.0,395.0,0.0,10000.0,3000.0,0.0,773395
1571,1571,20140136,2014,03-11-14 11:30,"PLAINS PIPELINE, L.P.",THREE RIVERS TERMINAL,ONSHORE,ABOVEGROUND,CRUDE OIL,,,,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,,0.24,0.0,NO,NO,NO,10000.0,12.0,0.0,4500.0,2500.0,31285.0,48297
942,942,20120280,2012,09-06-12 4:16,COLONIAL PIPELINE CO,COLONIAL/LINDEN JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",AVENEL,MIDDLESEX,NJ,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.38,0.0,0.38,0.0,NO,NO,YES,500.0,64.0,0.0,5000.0,5000.0,0.0,10564
1444,1444,20140006,2013,12-11-13 12:36,JAYHAWK PIPELINE LLC,,ONSHORE,UNDERGROUND,CRUDE OIL,,ELLIS,ELLIS,KS,EXCAVATION DAMAGE,OPERATOR/CONTRACTOR EXCAVATION DAMAGE,142.5,,100.0,42.5,NO,NO,YES,1720.0,4250.0,0.0,10380.0,8200.0,2500.0,27050
2218,2218,20150323,2015,8/21/2015 6:12 AM,COLONIAL PIPELINE CO,GREENSBORO JUNCTION TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),GREENSBORO,GUILFORD,NC,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,8.9,,8.9,0.0,NO,NO,YES,400.0,750.0,0.0,35000.0,15000.0,0.0,51150
1569,1569,20140138,2014,03-11-14 7:00,CITGO PETROLEUM CORPORATION (TERMINALS),EAST CHICAGO TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,EAST CHICAGO,LAKE,IN,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",11.0,,11.0,0.0,NO,NO,YES,10000.0,0.0,0.0,20000.0,10000.0,0.0,40000
2702,2702,20160359,2016,10-03-16 8:00,ENERGY TRANSFER COMPANY,PERRY RANCH STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,PECOS,REEVES,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,11.5,,8.0,3.5,NO,NO,NO,1600.0,171.0,0.0,0.0,1800.0,0.0,3571
2338,2338,20150448,2015,11-09-15 8:00,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,,COHASSET,ITASCA,MN,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.01,,0.01,0.0,NO,NO,NO,337771.0,0.0,0.0,2000.0,0.0,0.0,339771
391,391,20110082,2011,02-08-11 12:14,"EQUISTAR CHEMICALS, L.P.",LAPORTE FEED SYSTEM,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,MONT BELVIEU,CHAMBERS,TX,OTHER OUTSIDE FORCE DAMAGE,FIRE/EXPLOSION AS PRIMARY CAUSE,288.5,,0.0,288.5,NO,NO,NO,4000.0,8360.0,0.0,0.0,0.0,0.0,12360
1211,1211,20130176,2013,4/23/2013 3:03 PM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,ABOVEGROUND,CRUDE OIL,,VIKING,MARSHALL,MN,NATURAL FORCE DAMAGE,TEMPERATURE,33.33,,33.33,0.0,NO,NO,YES,128015.0,0.0,0.0,5053.0,107610.0,0.0,240678
717,717,20120051,2012,1/26/2012 2:20 PM,"KOCH PIPELINE COMPANY, L.P.",WISCONSIN PROPANE LINE ,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,FAIRCHILD,EAU CLAIRE,WI,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",1.52,12.48,0.0,1.52,NO,NO,NO,264734.0,759.0,0.0,300.0,0.0,0.0,265793
1133,1133,20130107,2013,2/18/2013 12:08 PM,EXXONMOBIL PIPELINE CO,GRAND ISLE TO RECELAND,ONSHORE,ABOVEGROUND,CRUDE OIL,,GRAND ISLE,JEFFERSON,LA,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.87,,0.87,0.0,NO,NO,NO,0.0,0.0,0.0,10000.0,5000.0,0.0,15000
2458,2458,20160094,2016,2/28/2016 4:33 PM,TESORO SOCAL PIPELINE COMPANY LLC,T2,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),LONG BEACH,LOS ANGELES,CA,INCORRECT OPERATION,INCORRECT VALVE POSITION,30.0,,30.0,0.0,NO,NO,NO,500.0,1200.0,0.0,5000.0,0.0,0.0,6700
2033,2033,20160352,2015,3/24/2015 8:30 AM,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,ABOVEGROUND,CRUDE OIL,,,WESTON COUNTY,WY,CORROSION,EXTERNAL,0.5,,0.5,0.0,NO,NO,NO,300.0,25.0,0.0,200.0,200.0,0.0,725
693,693,20120025,2011,12/29/2011 2:25 PM,SUNOCO PIPELINE L.P.,HAWLEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,HAWLEY,JONES,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,2.0,0.0,0.0,2.0,NO,NO,NO,940.0,192.0,0.0,900.0,1580.0,0.0,3612
2598,2598,20160250,2016,7/13/2016 9:32 PM,DCP MIDSTREAM,HIDALGO NGL METER STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),,CULBERSON,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,81.4,0.0,0.0,81.4,NO,NO,NO,327.0,2442.0,0.0,0.0,0.0,600.0,3369
1409,1409,20130379,2013,10/31/2013 11:49 AM,ENBRIDGE PIPELINES (NORTH DAKOTA) LLC,STANLEY STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,STANLEY,MOUNTRAIL,ND,INCORRECT OPERATION,OTHER INCORRECT OPERATION,5.0,,5.0,0.0,NO,NO,NO,0.0,500.0,0.0,30787.0,67000.0,0.0,98287
235,235,20100259,2010,09-07-10 14:30,ALYESKA PIPELINE SERVICE CO,RGV-35A,ONSHORE,ABOVEGROUND,CRUDE OIL,,COLDFOOT,,AK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0.0,0.12,0.0,NO,NO,,700.0,8.0,0.0,3420.0,0.0,0.0,4128
541,541,20110298,2011,7/22/2011 3:32 PM,SUNOCO PIPELINE L.P.,DIBOLL STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,DIBOLL,ANGELINA,TX,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,1.5,0.0,0.0,1.5,NO,NO,YES,0.0,144.0,0.0,2394.0,1037.0,0.0,3575
33,33,20100084,2010,1/28/2010 11:00 AM,BELLE FOURCHE PIPELINE CO,DICKINSON GATHERING,ONSHORE,ABOVEGROUND,CRUDE OIL,,DICKINSON,STARK,ND,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,20.0,,13.0,7.0,NO,NO,YES,500.0,420.0,0.0,750.0,9500.0,0.0,11170
2412,2412,20160050,2016,1/27/2016 2:00 PM,COLONIAL PIPELINE CO,GREENSBORO JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",GREENSBORO,GUILFORD,NC,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,11.0,,11.0,0.0,NO,NO,NO,18000.0,700.0,0.0,17000.0,15000.0,0.0,50700
186,186,20100152,2010,7/14/2010 1:40 PM,MARATHON PIPE LINE LLC,"WOOD RIVER TO PATOKA 22"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,,ROXANA,MADISON,IL,INCORRECT OPERATION,INCORRECT VALVE POSITION,0.29,0.0,0.29,0.0,NO,NO,NO,0.0,30.0,0.0,25000.0,928.0,0.0,25958
436,436,20110103,2011,3/20/2011 7:10 PM,ENTERPRISE PRODUCTS OPERATING LLC,BAYTOWN TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",BAYTOWN,HARRIS,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,4.0,0.0,3.0,1.0,NO,NO,NO,1000.0,100.0,0.0,0.0,1000.0,0.0,2100
893,893,20120238,2012,7/17/2012 10:40 AM,WEST SHORE PIPELINE CO,GRANVILLE STATION TO ELKHART LAKE,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),JACKSON,WASHINGTON,WI,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,1302.0,0.0,482.0,820.0,NO,NO,YES,313944.0,100000.0,0.0,10058698.0,6941133.0,5809733.0,23223508
2290,2290,20150397,2015,10/13/2015 8:00 PM,SUNOCO PIPELINE L.P.,ICEDALE TANK FARM,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",HONEYBROOK,CHESTER,PA,INCORRECT OPERATION,INCORRECT VALVE POSITION,215.0,,215.0,0.0,NO,NO,NO,0.0,4892.0,0.0,19000.0,24000.0,0.0,47892
2157,2157,20150269,2015,07-06-15 8:00,COLONIAL PIPELINE CO,MITCHELL JUNCTION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),COLUMBIA,CUMBERLAND,VA,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.12,,0.12,0.0,NO,NO,NO,3000.0,15.0,0.0,30000.0,0.0,1000.0,34015
1118,1118,20130086,2013,02-08-13 11:05,SUNOCO PIPELINE L.P.,"COLMESNEIL TO CHESTER 8""",ONSHORE,UNDERGROUND,CRUDE OIL,,CHESTER,TYLER,TX,CORROSION,INTERNAL,7.0,,6.5,0.5,NO,NO,NO,20000.0,46.0,0.0,115000.0,135000.0,0.0,270046
13,13,20100026,2010,01-11-10 23:00,CONOCOPHILLIPS,TANK 824,ONSHORE,TANK,CRUDE OIL,,CUSHING,PAYNE,OK,NATURAL FORCE DAMAGE,TEMPERATURE,53.0,0.0,51.0,2.0,NO,NO,NO,5000.0,150.0,0.0,0.0,100.0,32600.0,37850
131,131,20100120,2010,5/23/2010 6:30 AM,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN STATION,ONSHORE,UNDERGROUND,CRUDE OIL,,COLORADO CITY,SCURRY,TX,CORROSION,INTERNAL,4.0,0.0,4.0,0.0,NO,NO,YES,1300.0,340.0,0.0,2445.0,3350.0,2530.0,9965
1065,1065,20130030,2013,01-04-13 23:05,SUNOCO PIPELINE L.P.,"MNTL-BALD 14""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),SINKING SPRING,BERKS,PA,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,12.5,0.0,12.5,0.0,NO,NO,YES,10000.0,1400.0,0.0,84000.0,130000.0,0.0,225400
682,682,20120046,2011,12-12-11 10:00,ST. JAMES OIL CORPORATION,ST. JAMES OIL CORPORATION,ONSHORE,UNDERGROUND,CRUDE OIL,,LOS ANGELES,LOS ANGELES COUNTY,CA,CORROSION,INTERNAL,0.5,0.0,0.5,0.0,NO,NO,YES,0.0,50.0,0.0,12000.0,0.0,61000.0,73050
1293,1293,20130259,2013,07-01-13 17:20,"MAGELLAN AMMONIA PIPELINE, L.P.",POCAHONTAS TO LUVERNE 6-INCH LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,BRADGATE,HUMBOLDT,IA,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,5.0,5.95,0.0,5.0,NO,NO,NO,108000.0,403.0,2500.0,43000.0,35000.0,0.0,188903
2563,2563,20160212,2016,06-06-16 7:00,WEST TEXAS GULF PIPELINE CO,BLUM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,BLUM,HILL,TX,CORROSION,INTERNAL,200.0,,195.0,5.0,NO,NO,YES,26761.0,231.0,2000.0,83283.0,75000.0,0.0,187275
2526,2526,20160166,2016,05-07-16 7:45,KINDER MORGAN COCHIN LLC,ROGERS PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,,BARNES,ND,INCORRECT OPERATION,INCORRECT INSTALLATION,1.48,,1.48,0.0,NO,NO,YES,20.0,68.0,0.0,780.0,23300.0,0.0,24168
571,571,20110461,2011,8/19/2011 9:44 AM,EXXONMOBIL PIPELINE CO,RACELAND ANCHORAGE SYSTEM,ONSHORE,UNDERGROUND,CRUDE OIL,,DONALDSONVILLE,ASSUMPTION,LA,CORROSION,INTERNAL,18.7,0.0,11.2,7.5,NO,NO,YES,56000.0,617.0,0.0,131000.0,50000.0,4000.0,241617
1175,1175,20130146,2013,3/31/2013 11:16 AM,"PLAINS PIPELINE, L.P.",ROSS BAYOU STATION PUMP,ONSHORE,ABOVEGROUND,CRUDE OIL,,JONESVILLE,CONCORDIA,LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,10.0,,10.0,0.0,NO,NO,YES,1500.0,160.0,0.0,2500.0,16000.0,0.0,20160
1307,1307,20130278,2013,7/16/2013 3:30 PM,"NUSTAR LOGISTICS, L.P.",HWY 97 TERMINAL ,ONSHORE,ABOVEGROUND,CRUDE OIL,,TILDEN,MCMULLEN,TX,INCORRECT OPERATION,INCORRECT VALVE POSITION,1.0,,1.0,0.0,NO,NO,NO,0.0,105.0,0.0,2400.0,0.0,0.0,2505
2419,2419,20160061,2016,1/30/2016 8:35 AM,COLONIAL PIPELINE CO,"LINE 02, LOC 0402",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",PELHAM,SHELBY,AL,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",3.02,,2.9,0.12,NO,NO,YES,125000.0,300.0,250000.0,275000.0,75000.0,0.0,725300
1978,1978,20150091,2015,2/17/2015 4:15 PM,MARATHON PIPE LINE LLC,"LOUISVILLE JET FUEL TO LOUISVILLE 8""-6"" ",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",LOUISVILLE,JEFFERSON,KY,OTHER OUTSIDE FORCE DAMAGE,ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY,160.0,,112.0,48.0,NO,NO,YES,100000.0,13000.0,1240000.0,1100000.0,0.0,0.0,2453000
1471,1471,20140029,2014,01-06-14 11:15,COLONIAL PIPELINE CO,GREENSBORO JUNCTION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",GREENSBORO,GUILFORD,NC,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.6,,0.6,0.0,NO,NO,NO,2500.0,75.0,0.0,5000.0,1500.0,0.0,9075
1860,1860,20140416,2014,11-10-14 17:33,OLYMPIC PIPE LINE COMPANY,ALLEN STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",MOUNT VERNON,SKAGIT,WA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,7.49,,7.49,0.0,NO,NO,YES,137656.0,680.0,0.0,1260147.0,0.0,163030.0,1561513
352,352,20110029,2011,01-03-11 16:30,CONOCOPHILLIPS,PASADENA TERMINAL,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,5.0,0.0,3.0,2.0,NO,NO,YES,200.0,400.0,0.0,0.0,0.0,0.0,600
2227,2227,20150343,2015,8/25/2015 1:00 PM,"ONEOK NGL PIPELINE, LLC",ONEOK WEST WINFREE STATION,ONSHORE,ABOVEGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,MT. BELVIEU,CHAMBERS,TX,INCORRECT OPERATION,INCORRECT INSTALLATION,26.0,0.0,0.0,26.0,NO,NO,YES,100.0,215.0,0.0,500.0,0.0,0.0,815
2489,2489,20160130,2016,3/31/2016 6:55 PM,EXPLORER PIPELINE CO,CONROE PUMP STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",CONROE,MONTGOMERY,TX,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,960.0,,534.0,426.0,NO,NO,YES,1000.0,16000.0,0.0,277168.0,1708000.0,0.0,2002168
947,947,20120293,2012,09-11-12 3:10,"KINDER MORGAN LIQUID TERMINALS, LLC",PASADENA,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",PASADENA,HARRIS,TX,CORROSION,INTERNAL,0.5,0.0,0.5,0.0,NO,NO,YES,1430918.0,2.0,0.0,0.0,0.0,0.0,1430920
204,204,20100193,2010,08-05-10 1:30,"SUNOCO, INC (R&M)",MARCUS HOOK REFINERY,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,MARCUS HOOK,DELAWARE COUNTY,PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.78,0.0,0.78,0.0,NO,NO,YES,1000.0,0.0,0.0,0.0,0.0,0.0,1000
1640,1640,20160370,2014,4/25/2014 2:45 PM,WYOMING PIPELINE COMPANY,WYOMING PIPELINE COMPANY,ONSHORE,UNDERGROUND,CRUDE OIL,,,NIOBRARA,WY,CORROSION,EXTERNAL,1.0,,0.0,1.0,NO,NO,NO,500.0,57.0,0.0,200.0,200.0,0.0,957
2484,2484,20160127,2016,3/28/2016 8:00 AM,"PLAINS PIPELINE, L.P.",FT LARAMIE,ONSHORE,TANK,CRUDE OIL,,FORT LARAMIE,GOSHEN,WY,CORROSION,INTERNAL,61.0,,61.0,0.0,NO,NO,YES,20000.0,2200.0,0.0,7000.0,40000.0,0.0,69200
447,447,20110394,2011,04-03-11 14:05,"PLAINS PIPELINE, L.P.",WASKOM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,,WASKOM,HARRISON,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,115.0,,115.0,0.0,NO,NO,NO,1500.0,200.0,0.0,1538.0,6887.0,0.0,10125
212,212,20100199,2010,8/17/2010 8:30 AM,"BUCKEYE PARTNERS, LP",LONG ISLAND CITY TO MOTIVA GAS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),BROOKLYN,KINGS,NY,CORROSION,EXTERNAL,0.23,,0.23,0.0,NO,NO,YES,0.0,0.0,0.0,135935.0,363400.0,0.0,499335
1718,1718,20140279,2014,07-07-14 16:15,"PLAINS PIPELINE, L.P.",18G,ONSHORE,ABOVEGROUND,CRUDE OIL,,,KERN,CA,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,10.0,,10.0,0.0,NO,NO,YES,100.0,1000.0,0.0,20000.0,0.0,0.0,21100
52,52,20100002,2010,03-01-10 11:50,"CHAPARRAL ENERGY, LLC",,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),,HAYNE,SEWARD,KS,ALL OTHER CAUSES,MISCELLANEOUS,2.99,,0.0,2.99,NO,NO,YES,3500.0,10.0,0.0,0.0,0.0,0.0,3510
1222,1222,20130185,2013,05-06-13 6:10,COLONIAL PIPELINE CO,COLONIAL/EXXON REMOTE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NASHVILLE,DAVIDSON,TN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.5,,4.1,0.4,NO,NO,YES,5000.0,500.0,0.0,10000.0,25000.0,0.0,40500
247,247,20100222,2010,9/16/2010 1:20 PM,ENTERPRISE PRODUCTS OPERATING LLC,EAST LEG BLUE LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,WYOMING,JONES,IA,ALL OTHER CAUSES,MISCELLANEOUS,1.7,968.3,0.0,1.7,NO,NO,YES,65520.0,46036.0,4800.0,0.0,0.0,0.0,116356
