Report Number,Accident Year,Accident Date/Time,Operator Name,Pipeline/Facility Name,Pipeline Location,Pipeline Type,Liquid Type,Liquid Subtype,Liquid Name,Accident City,Accident County,Accident State,Cause Category,Cause Subcategory,Unintentional Release (Barrels),Intentional Release (Barrels),Liquid Recovery (Barrels),Net Loss (Barrels),Liquid Ignition,Liquid Explosion,Pipeline Shutdown,Public Evacuations,Property Damage Costs,Lost Commodity Costs,Public/Private Property Damage Costs,Emergency Response Costs,Environmental Remediation Costs,Other Costs,All Costs
20100041,2010,3/18/2010 3:30 PM,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CUSHING,PAYNE,OK,CORROSION,EXTERNAL,7,0,7,0,NO,NO,YES,0,25000,0,0,6000,5000,18000,54000
20100048,2010,3/20/2010 12:03 PM,PACIFIC PIPELINE SYSTEM LLC,KELLEY PUMP STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,METTLER,KERN,CA,CORROSION,INTERNAL,240,0,240,0,NO,NO,YES,0,0,800,0,2000,8000,6000,16800
20100044,2010,3/21/2010 1:00 AM,BP PIPELINE (NORTH AMERICA) INC.,MOKENA STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,MOKENA,WILL,IL,MATERIAL/WELD/EQUIP FAILURE,DEFECTIVE OR LOOSE TUBING/FITTING,90,0,90,0,NO,NO,YES,0,12000,6500,0,120000,20000,0,158500
20100051,2010,3/22/2010 1:30 PM,BP PIPELINE (NORTH AMERICA) INC.,TEXAS CITY CRUDE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,TEXAS CITY,GALVESTON,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,0.47,0,0.47,0,NO,NO,NO,0,70000,30,0,36000,0,0,106030
20100046,2010,3/23/2010 2:00 PM,COLONIAL PIPELINE CO,BATON ROUGE STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,JACKSON,EAST FELICIANA,LA,CORROSION,INTERNAL,1.35,0,1.35,0,NO,NO,NaN,NaN,166,107,0,4500,0,0,4773
20100050,2010,3/23/2010 6:30 PM,CONOCOPHILLIPS,LOUISIANA GATHERING SYSTEM,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,WESTLAKE,CALCASIEU PARISH,LA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.24,NaN,0.24,0,NO,NO,YES,NaN,500,20,0,2000,1000,0,3520
20100049,2010,3/24/2010 8:00 AM,ENBRIDGE PIPELINES (OZARK) L.L.C.,CUSHING TERMINAL SOUTH,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CUSHING,LINCOLN,OK,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.25,0,0.25,0,NO,NO,NaN,NaN,600,0,0,400,350,0,1350
20100040,2010,3/24/2010 1:30 PM,PLANTATION PIPE LINE CO,NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,BATON ROUGE,EAST BATON ROUGE,LA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.47,NaN,0.47,0,NO,NO,NaN,NaN,400,415,0,3400,0,0,4215
20100054,2010,3/25/2010 1:42 PM,"SUNOCO, INC (R&M)",PHILADELPHIA REFINERY - WEST YARD,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,VACUUM GAS OIL (VGO),PHILADELPHIA,PHILADELPHIA,PA,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,1700,0,1699,1,NO,NO,YES,0,0,0,0,0,100000,0,100000
20100045,2010,3/25/2010 5:36 PM,"WHITECAP PIPE LINE COMPANY, L.L.C.",NaN,OFFSHORE,NaN,CRUDE OIL,NaN,NaN,NaN,NaN,NaN,OTHER OUTSIDE FORCE DAMAGE,OTHER OUTSIDE FORCE DAMAGE,5.7,0,0,5.7,NO,NO,YES,0,2200000,1260,0,0,0,0,2201260
20100027,2010,3/26/2010 1:50 PM,CONOCOPHILLIPS,"LO-01, LINE O",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,BORGER,NaN,TX,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.71,0,0.6,0.11,NO,NO,YES,NaN,0,58,0,0,30000,0,30058
20100097,2010,3/27/2010 10:30 PM,PROGRESS ENERGY,BARTOW ANCLOTE PIPELINE,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",OTHER,NO 6 FUEL OIL,ST PETERSBURG,PINELLAS,FL,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,286,NaN,191,95,NO,NO,NO,0,15000,75000,0,212000,100000,35000,437000
20100055,2010,3/29/2010 10:15 AM,CONOCOPHILLIPS,CLIFTON RIDGE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SULPHUR,CALCASIEU,LA,CORROSION,INTERNAL,0.6,NaN,0.6,0,NO,NO,YES,0,10000,30,0,5000,1100,0,16130
20100059,2010,3/29/2010 6:45 PM,"BUCKEYE PARTNERS, LP",NaN,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,BOURBONNAIS,KANKAKEE,IL,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,40,NaN,40,0,NO,NO,YES,0,6900,1140,0,22550,84700,0,115290
20100058,2010,3/30/2010 2:00 PM,ENTERPRISE PRODUCTS OPERATING LLC,EAST LEG BLUE LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,PROPANE,SALISBURY,CHARITON,MO,NATURAL FORCE DAMAGE,EARTH MOVEMENT,656,0,0,656,NO,NO,YES,16,81600,29000,0,0,0,0,110600
20100052,2010,3/31/2010 9:00 AM,COLONIAL PIPELINE CO,HANCOCK STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,CHARLOTTE COURTHOUSE,CHARLOTTE,VA,NATURAL FORCE DAMAGE,TEMPERATURE,1.2,0,1.2,0,NO,NO,NO,NaN,30,140,0,56000,67226,0,123396
20100063,2010,04-03-10 14:55,KINDER MORGAN PIPELINES (USA) INC,PLATTE PIPE LINE CO.,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GOWER,BUCHANAN,MO,CORROSION,INTERNAL,20,NaN,20,0,NO,NO,YES,0,90000,240,0,51000,48000,0,189240
20100056,2010,04-05-10 7:55,"MAGELLAN PIPELINE COMPANY, LP",WEST TULSA TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,TULSA,TULSA,OK,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.12,0,0.12,0,NO,NO,NaN,NaN,8000,12,0,0,0,0,8012
20110155,2010,04-05-10 9:10,"BRIDGER LAKE, LLC",BRIDGER LAKE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,ROBERTSON,UINTA,WY,INCORRECT OPERATION,PIPELINE/EQUIPMENT OVERPRESSURED,0,0,0,0,YES,NO,YES,0,0,0,0,0,0,4000000,4000000
20100065,2010,04-05-10 23:00,SUNOCO PIPELINE L.P.,BAD CREEK STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,PHAROAH,OKFUSKEE,OK,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,3,NaN,3,0,NO,NO,YES,0,2901,249,0,4665,0,0,7815
20100066,2010,04-05-10 23:45,CHEVRON PIPE LINE CO,"CYPRESS 10"" CRUDE PIPELINE",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,VENICE,PLAQUEMINE,LA,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,400,NaN,185,215,NO,NO,YES,0,2200000,33600,0,8700000,3000000,0,13933600
20100028,2010,04-07-10 1:46,CHEVRON PRODUCTS COMPANY,NaN,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LOUISVILLE,JEFFERSON,KY,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4,0,4,0,YES,NO,YES,0,45000,504,0,35000,20000,0,100504
20100060,2010,04-07-10 10:45,"MAGELLAN PIPELINE COMPANY, LP",NaN,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,WALNUT SPRINGS,BOSQUE,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.71,0,0.71,0,NO,NO,YES,NaN,14500,90,0,4000,18000,0,36590
20100064,2010,04-08-10 18:58,CONOCOPHILLIPS,"GD-03, GOLD LINE",ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,GREEN RIDGE,PETTIS,MO,NATURAL FORCE DAMAGE,TEMPERATURE,0.24,0,0.07,0.17,NO,NO,YES,NaN,0,27,0,0,0,0,27
20100062,2010,04-09-10 14:00,"PLAINS PIPELINE, L.P.",COLORADO CITY STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,HERMLEIGH,SCURRY,TX,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.36,0,0.36,0,NO,NO,NaN,NaN,0,30,0,125,125,1500,1780
20100075,2010,04-10-10 18:40,SUNOCO PIPELINE L.P.,"NOBLE 8""",ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CASHION,LOGAN COUNTY,OK,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.02,NaN,0,0.02,NO,NO,YES,0,131956,2,0,35946,0,0,167904
20100069,2010,04-12-10 16:36,PLANTATION PIPE LINE CO,LOUDON PUMPING STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,LOUDON,LOUDON,TN,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,4.76,NaN,4.76,0,NO,NO,NaN,NaN,3500,424,0,27095,0,0,31019
20100070,2010,4/13/2010 12:01 PM,"TE PRODUCTS PIPELINE COMPANY, LLC",P35 PUMP STATION,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,SEYMOUR,JACKSON,IN,INCORRECT OPERATION,OTHER INCORRECT OPERATION,0.01,NaN,0.01,0,YES,NO,NO,0,0,37,0,75,0,35117,35229
20100077,2010,4/13/2010 12:25 PM,EXPLORER PIPELINE CO,PORT ARTHUR TANK FARM,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,PORT ARTHUR,JEFFERSON,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.1,0,0.1,0,NO,NO,NO,NaN,0,9,0,0,30008,72952,102969
20100076,2010,4/14/2010 11:30 AM,EXXONMOBIL PIPELINE CO,LONGVIEW  PIPELINE STATION- LINE CODE 2942127,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,LONGVIEW,"GREGG  COUNTY, TEXAS",TX,CORROSION,INTERNAL,0.84,0,0.84,0,NO,NO,NO,0,0,86,0,5000,0,0,5086
20100080,2010,4/15/2010 8:25 PM,VALERO TERMINALING AND DISTRIBUTION COMPANY,LUCAS STATION,ONSHORE,TANK,CRUDE OIL,NaN,NaN,BEAUMONT,JEFFERSON,TX,CORROSION,INTERNAL,15,0,15,0,NO,NO,YES,0,0,0,0,20000,0,300,20300
20100068,2010,4/16/2010 8:14 AM,"TE PRODUCTS PIPELINE COMPANY, LLC",NaN,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,QULIN,BUTLER,MO,MATERIAL/WELD/EQUIP FAILURE,NON-THREADED CONNECTION FAILURE,0.98,0,0.98,0,NO,NO,NO,NaN,5000,0,0,0,0,0,5000
20100149,2010,4/16/2010 9:35 AM,"KOCH PIPELINE COMPANY, L.P.",REFUGIO PUMP STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,REFUGIO,REFUGIO,TX,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.12,0,0,0.12,NO,NO,NaN,NaN,0,9,0,0,2500,0,2509
20100081,2010,4/17/2010 7:00 PM,"ENBRIDGE ENERGY, LIMITED PARTNERSHIP",LINE 2,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,DEER RIVER,ITASCA,MN,MATERIAL/WELD/EQUIP FAILURE,MANUFACTURING-RELATED,5,0,4,1,NO,NO,YES,0,550000,350,20000,180000,216000,0,966350
20100085,2010,4/20/2010 2:56 PM,"MAGELLAN PIPELINE COMPANY, LP","#3-6"" MASON CITY TO MANKATO LINE",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PEMBERTON,BLUE EARTH,MN,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,25,0,25,0,NO,NO,YES,NaN,6500,675,500,75000,60000,0,142675
20100083,2010,4/23/2010 4:32 PM,ENTERPRISE PRODUCTS OPERATING LLC,WEST LEG RED LINE,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,NATURAL GASOLINE,SOLOMON,OTTAWA,KS,EXCAVATION DAMAGE,PREVIOUS DAMAGE DUE TO EXCAVATION,1669,0,10,1659,NO,NO,YES,3,170034,129618,2460,110000,163297,0,575409
20100079,2010,4/24/2010 7:30 PM,MARATHON PIPE LINE LLC,"GARYVILLE TO ZACHARY 20"" - ZACHARY STATION",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,JACKSON,EAST FELICIANA,LA,OTHER OUTSIDE FORCE DAMAGE,VEHICLE NOT ENGAGED IN EXCAVATION,13,0,13,0,NO,NO,NO,0,0,1149,0,46135,0,0,47284
20100078,2010,4/25/2010 9:00 AM,MARATHON PIPE LINE LLC,"SAMARIA - DETROIT 16"" CRUDE",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SAMARIA,MONROE,MI,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,91,0,79,12,NO,NO,YES,0,0,7018,0,171265,925684,0,1103967
20100074,2010,4/26/2010 9:15 AM,"MAGELLAN PIPELINE COMPANY, LP",OLATHE PUMP STATION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",NaN,NaN,OLATHE,JOHNSON,KS,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,1,0,0.25,0.75,NO,NO,NO,0,10,100,0,1000,12000,0,13110
20100096,2010,4/26/2010 10:18 AM,CHEVRON PIPE LINE CO,SALT LAKE PRODUCTS,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,TWIN FALLS,HANSEN,ID,CORROSION,EXTERNAL,22,0,21,1,NO,NO,YES,0,38199,2772,0,15060,36825,0,92856
20100094,2010,4/26/2010 10:35 AM,"MAGELLAN AMMONIA PIPELINE, L.P.",AMMONIA LINE WEST LEG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,MCPHERSON,MCPHERSON,KS,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,2,0,0,2,NO,NO,YES,NaN,10000,153,2500,13000,92000,0,117653
20100088,2010,4/26/2010 12:00 PM,COLONIAL PIPELINE CO,ATLANTA JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,AUSTELL,COBB,GA,CORROSION,EXTERNAL,3,0,3,0,NO,NO,NO,NaN,0,380,0,0,28500,0,28880
20100067,2010,4/27/2010 2:00 PM,HOUSTON REFINING LP.,HOUSTON REFINING LP,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,HOUSTON,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.25,NaN,0.15,0.1,NO,NO,YES,NaN,5754,25,0,0,72409,0,78188
20100089,2010,4/28/2010 12:00 PM,"SHELL PIPELINE CO., L.P.",COLEX WEST TANK FARM,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,PASADENA,HARRIS,TX,CORROSION,INTERNAL,0.6,0,0,0.6,NO,NO,NO,0,0,75,0,4500,0,0,4575
20100098,2010,4/28/2010 12:55 PM,"MAGELLAN AMMONIA PIPELINE, L.P.",WHITING TO EARLY SEGMENT,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",ANHYDROUS AMMONIA,NaN,SCHALLER,IDA,IA,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0.36,0.05,0,0.36,NO,NO,NO,NaN,12000,30,5000,0,15000,0,32030
20100095,2010,4/29/2010 9:55 AM,ONEOK NGL PIPELINE LP,EL DORADO 6 INCH,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",OTHER HVL,ISO BUTANE,TOWANDA,BUTLER,KS,EXCAVATION DAMAGE,THIRD PARTY EXCAVATION DAMAGE,770,606,0,770,NO,NO,YES,0,43500,50127,0,0,0,0,93627
20100099,2010,4/29/2010 5:20 PM,"BUCKEYE PARTNERS, LP",LINDEN STATION,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",MIXTURE OF REFINED PRODUCTS (TRANSMIX OR OTHER MIXTURE),NaN,LINDEN,UNION,NJ,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,0.71,0,0.71,0,NO,NO,NO,0,0,0,0,2007,21600,0,23607
20100073,2010,4/30/2010 7:00 AM,"TE PRODUCTS PIPELINE COMPANY, LLC",NORTH PORT ARTHUR TERMINAL,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID",GASOLINE (NON-ETHANOL),NaN,PORT ARTHUR,JEFFERSON,TX,INCORRECT OPERATION,OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP,1,NaN,0.95,0.05,NO,NO,NO,NaN,0,0,0,0,0,1800,1800
20100104,2010,05-04-10 22:10,EXXONMOBIL OIL CORP - WEST COAST,SOUTHWESTERN TERMINAL AREA 1,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,SAN  PEDRO  CALIFORNIA,LOS ANGELES,CA,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,2,0,2,0,NO,NO,NO,0,0,130,0,13245,0,5000,18375
20100105,2010,05-07-10 13:00,CALNEV PIPELINE CO,LAS VEGAS TERMINAL,ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LAS VEGAS,CLARK,NV,CORROSION,EXTERNAL,5.75,0,5.75,0,NO,NO,NO,0,14000,518,0,0,25000,0,39518
20100086,2010,05-10-10 8:00,TESORO - HIGH PLAINS PIPELINE COMPANY,TIOGA HIGH PLAINS PIPELINE,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,TIOGA,WILLIAMS COUNTY,ND,MATERIAL/WELD/EQUIP FAILURE,PUMP OR PUMP-RELATED EQUIPMENT,40,0,40,0,NO,NO,YES,0,100,0,0,0,5000,0,5100
20100092,2010,05-10-10 18:00,"TEPPCO CRUDE PIPELINE, LLC",HOBBS TO MIDLAND,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,HOBBS,LEA,NM,CORROSION,EXTERNAL,2,NaN,0.48,1.52,NO,NO,NO,NaN,30000,100,1000,NaN,20000,NaN,51100
20100108,2010,05-12-10 10:10,KINDER MORGAN CO2 CO. LP,CENTRAL BASIN PIPELINE,ONSHORE,ABOVEGROUND,CO2 (CARBON DIOXIDE),NaN,NaN,DENVER CITY,GAINES COUNTY,TX,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.53,0,0,0.53,NO,NO,NO,0,0,23,0,0,0,800,823
20100112,2010,5/16/2010 12:00 AM,"PLAINS PIPELINE, L.P.",CRANE WEST,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,CRANE,CRANE,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,9,0,9,0,NO,NO,YES,0,0,425,0,700,10000,250,11375
20100109,2010,5/16/2010 2:30 AM,"SHELL PIPELINE CO., L.P.",SUGARLAND TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,ST. JAMES,ASSUMPTION,LA,NATURAL FORCE DAMAGE,HEAVY RAINS/FLOODS,125,0,125,0,NO,NO,NO,NaN,679337,0,0,700000,0,500000,1879337
20100111,2010,5/16/2010 6:45 AM,CONOCOPHILLIPS,GRAHAM STATION,ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,GRAHAM,YOUNG,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,3,0,2,1,NO,NO,NaN,NaN,3500,75,3500,6500,8000,2000,23575
20100103,2010,5/16/2010 2:50 PM,"TEPPCO CRUDE PIPELINE, LLC",TEXAS CITY TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,TEXAS CITY,GALVESTON,TX,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,13,NaN,12,1,NO,NO,NO,NaN,3500,72,0,0,190639,375,194586
20100090,2010,5/17/2010 7:00 AM,"TEPPCO CRUDE PIPELINE, LLC",TEXAS CITY TANK FARM,ONSHORE,TANK,CRUDE OIL,NaN,NaN,TEXAS CITY,GALVESTON,TX,MATERIAL/WELD/EQUIP FAILURE,OTHER EQUIPMENT FAILURE,70,NaN,69.5,0.5,NO,NO,NO,NaN,1360,40,0,0,0,0,1400
20100134,2010,5/19/2010 10:00 AM,SUNOCO PIPELINE L.P.,"MILLENNIUM 12""-TEXOMA STATION",ONSHORE,ABOVEGROUND,CRUDE OIL,NaN,NaN,LONGVIEW,GREGG,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,1,0,0,1,NO,NO,NO,NaN,2685,67,0,2000,2116,0,6868
20110037,2010,5/19/2010 2:08 PM,COLONIAL PIPELINE CO,LINDEN JUNCTION,ONSHORE,TANK,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,AVENEL,NaN,NJ,MATERIAL/WELD/EQUIP FAILURE,FAILURE OF EQUIPMENT BODY,0.38,0,0.02,0.36,NO,NO,NaN,NaN,1000,50,0,19000,0,0,20050
20100118,2010,5/20/2010 10:30 AM,CHEVRON PIPE LINE CO,WEST TEXAS LPG,ONSHORE,UNDERGROUND,"HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS",LPG (LIQUEFIED PETROLEUM GAS) / NGL (NATURAL GAS LIQUID),NaN,GORDON,PALO PINTO,TX,CORROSION,EXTERNAL,4.1,115,0,4.1,NO,NO,YES,0,35000,20000,0,15000,0,0,70000
20100114,2010,5/20/2010 3:50 PM,"BUCKEYE PARTNERS, LP",LINDEN TO NY STATE LINE,ONSHORE,TRANSITION AREA,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,LINDEN,UNION,NJ,CORROSION,EXTERNAL,1,0,1,0,NO,NO,YES,0,169800,25,0,50000,84870,500,305195
20110375,2010,5/20/2010 4:30 PM,SEMGROUP LP,HANSTON DISCHARGE,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,HUDSON,STAFFORD,KS,CORROSION,INTERNAL,0.12,0,0,0.12,NO,NO,NaN,0,10000,12,0,500,500,0,11012
20100093,2010,5/20/2010 5:30 PM,MARATHON PIPE LINE LLC,"CANTON - EAST SPARTA #1-6""",ONSHORE,UNDERGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,EAST SPARTA,STARK,OH,MATERIAL/WELD/EQUIP FAILURE,"CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",10,0,10,0,NO,NO,NO,0,233000,800,0,99257,720000,0,1053057
20100119,2010,5/21/2010 1:45 PM,TC OIL PIPELINE OPERATIONS INC,CARPENTER PUMP STATION ,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,CARPENTER ,BEADLE ,SD,MATERIAL/WELD/EQUIP FAILURE,THREADED CONNECTION/COUPLING FAILURE,0.11,0,0,0.11,NO,NO,YES,NaN,2500,8,0,155000,50000,0,207508
20100120,2010,5/23/2010 6:30 AM,"PLAINS PIPELINE, L.P.",COLORADO CITY BASIN STATION,ONSHORE,UNDERGROUND,CRUDE OIL,NaN,NaN,COLORADO CITY,SCURRY,TX,CORROSION,INTERNAL,4,0,4,0,NO,NO,YES,0,1300,340,0,2445,3350,2530,9965
20100121,2010,5/24/2010 9:15 AM,"MAGELLAN TERMINALS HOLDINGS, LP",GALENA PARK,ONSHORE,ABOVEGROUND,"REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","DIESEL, FUEL OIL, KEROSENE, JET FUEL",NaN,PASADENA,HARRIS,TX,MATERIAL/WELD/EQUIP FAILURE,MALFUNCTION OF CONTROL/RELIEF EQUIPMENT,4.5,0,4.5,0,NO,NO,NO,0,0,0,0,500,25000,0,25500
